page	section	subsection	title	inscription	comments	
37	饪食器铭文	鼎盖	酋川鼎盖（四）	蝥川金鼎,容一斗，并盖重十六斤。第六。（《汉金》卷一）	整理者案：《筠清馆金石》卷五合本篇与上篇为一。《筠清馆金石》曰：“案：此 鼎盖云‘重十十斤第十五’，器云‘重十六斤第六’，其轻重次第悉不合，乃当时互错者。‘十十’即二十也。苜川，国名，建武十三年并入北海。”	
38	饪食器铭文	鼎盖	美阳高泉宫鼎盖	美阳高泉宫共厨铜一斗三升鼎盖，重二斤五两。名吉。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。《葱斋集古录》卷十三本篇题作“美阳鼎盖	
38	饪食器铭文	鼎盖	橐泉宫鼎盖	雍橐泉宫金鼎盖一，容二升，重一斤八两。名百册二。杜阳，五十四，斤十两。（《汉金》卷一）	整理者案：本篇亦见《金文续编》。	
38	饪食器铭文	鼎盖	五柞宫鼎盖	杜五柞宫，三升少半，二斤。鄠五柞共盖，容三升少半，重二斤。第百七。 (《考古与文物》1994.4）	徐按:“七”，原报告误释为“十”。	
38	饪食器铭文	甗	平阳甗	第二。平阳共鏖甎一，容二斗八升，重七斤六两。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。吴镇烽录文无“共”字（见吴氏《近年所见 所拓两周秦汉青铜器铭文》文，栽《文博》200^ 3？4—9）。《憲斋集古录》卷十三、 《历代著录吉金目》页952上栏录本篇，铭文“七斤”皆作“十斤”。铭文“六两”下， 《塞斋集古录》有“八斤八两”四字，《历代著录吉金目》有‘‘八斤八两四”五字，而 《金文续编》注曰：“两旁尚有数字不可辨。”	
38	饪食器铭文	甗	阳信家甗	阳信家鏖复（釜），容一斗，并重三斤六两。五年，奉主买邯郸。第二。（釜） 阳信家鏖齟，容一斗，并重三斤六两。五年，奉主买邯郸。第二。（甑）阳信家鏖盆，容一斗，并重三斤六两。五年，奉主买邯郸。第二。（盆“《文 物》1982.9卞1	整理者案：第三条铭文“第二”两字，《秦汉金文汇编》上编、《中国书法全集》 第九册页4丨图丨8并作“夷二”。“夷”即“第”之假借字。据《中国书法全集》第九册页184图版考释18,此器作于西汉中期，1981年出土于陕西兴平茂陵一号无名 冢一号么葬坑。《中国书法全集》曰：“‘阳信家’铜器中有七件九处刻文记栽年 月。但均无年号。过去出土的一些金文也有这种款式，西安三桥镇出土的昆阳乘 舆鼎就是其中一例。有人认为这类纪年的铜器是文、景时期之物，也有人认为应 属武帝初年之物。根据后种观点，此件的‘五年奉主买邯郸’即‘建元五年’。据 考，建元年号係以后追补，故当时没刻上。”	
39	饪食器铭文	甗	御铜金雍甗	"御铜金雍齟一，容十斗，盆备。卅七年十月，赵献。（釜）御铜金雍甎甑一具，盆备。州""七年十月，赵献。（甑）御铜金雍甎盆，容十斗。卅七年十月，赵献。（《满城汉墓发掘报告》？52；1： 4104^"	整理者案：本篇又见《全集，秦汉》说明页8—9,题作“赵献甗”。为西汉中 期物。	
39	饪食器铭文	甗	赵氏甗	赵氏，十一斤。（釜）赵氏，八斤十三两。（盆《考古与文物》1994.4）	徐按：原报告言甑“口沿上有一行铭文四字”，未言何铭。无拓片。据釜、盆铭 推测，甑铭当是“起氏，口斤”。	
39	饪食器铭文	甗	中官甗	中官。（釜、甑文同V《文物》1991.10）		
39	饪食器铭文	甗	周阳侯家甎鍑（补）	周阳侯家铜三习難甎鳆一，容五斗，重十八斤六两。侯治国五年五月国输。 第四。（阴刻）	整理者案:据《金索》卷二补。	
39	饪食器铭文	甗	周阳侯甗（补）	周阳侯家铜三习雖甎鳆一，容五斗，重十八斤六两。师治国五年五月国输。 第四。	整理者案：据《历代钟鼎弈器款识》卷二十补。篇题，《考古图》卷九作“周阳 侯甗鳆”；《金索》卷二作“周阳侯家甗鳆”，所附拓片为阳刻。铭文“师治国”，《考 古图》作“侯治国”。薛尚功曰：“文曰‘师治国五年’，自以侯受封嗣位之年数也。 《文字》疑宣帝时器，皆未可考。”《金索》曰：“此《积古斋款识》所摹江郑堂拓本，铭 与前同。惟阴识作阳识，‘侯治国’作‘师治国’，未知是否，故并存之。”	
40	饪食器铭文	鍑	孝文庙甗鍑	孝庙。渔阳郡。孝文庙铜甎鳆，重四斤七两。渔孝庙。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。《簠斋金石文考释》之《西汉渔阳郡孝文庙 铜甗鳆并甑考》录本篇，“七”作“十”。	
40	饪食器铭文	鍑	汉孝文庙镆(补）	渔阳郡。孝文庙铸口棋,容三斗，重口口五两。第卅一。	整理者案：据《八琼室金石札记》卷补。《札记》曰：“棋字不见于字书，盖即螟 之异文。悮，覆也。字亦作幂，移巾于下耳。……《玉篇》：‘幂，鼎盖也。’古用烯、 络，用锡，用疏布，用昼布，故字从巾。亦或用茅。后人用铜，故字从金。从金者， 后起之字，许书不收。幞、棋古今字。”	
40	饪食器铭文	鍑	大官鐘（补）	大官，十升，一钧三斤。	整理者案：据《历代著录吉金目》页956下栏补。	
40	饪食器铭文	鍑	金鍑（补）	金。（盖）金。（器）	整理者案：据《西清古鉴》页卷三十一补。《西清古鉴》曰：“铭一字，曰‘金’， 盖其氏，如‘严氏洗’耳。”	
40	饪食器铭文	鍑	鄠邑鍰（补）	鄠邑宰从军夜用。（上横头面）	整理者案：据陈直《两汉经济史料论丛》？132补。	
40	饪食器铭文	甑	闵翁主铜甑	闵翁主铜曾（甑）铜口，容四斗口。（《古文字研究》第十九辑）	整理者案：查《古文字研究》第十九辑周世荣《湖南战国秦汉魏晋铜器铭文补记》一文，铭文“铜口”乃作“铜夕（夫？ ^釜广，周世荣曰：“根据器形当为铜 ‘甑’与‘爸’连称，故#当属‘蚤’的异体字。”	
41	饪食器铭文	甑	富贵昌乐未央甑	富贵[A]昌，乐未[A]央。（阳文V《考古学报》1986.2;8:58)		
41	饪食器铭文	甑	轵家甑（补）	轵家，容四斗，重四斤廿铢。	整理者案：据《历代钟鼎彝器款识》卷二十补。	
41	饪食器铭文	甑	轵家甑（补）	轵家,容三升，重四斤廿铢。三年工丙造。弟五。	整理者案：据《历代著录吉金目》页953下栏补。“三升”疑“三斗”之误。又 铭文但云“三年”，则此应为西汉武帝建元前物。	
41	饪食器铭文	簋	天凤元年铜簋	天凤元年四月十九日造。（《古文字研究》第十九辑）	整理者案：天风为新莽年号（天凤元年为14年），此为新莽时物。	
41	饪食器铭文	鐎斗	元康鐎斗（补）	元康元年，考工工贤友缮作，府啬夫建、护万年、般长当时主，令长平、右丞义 省。重一斤十四两。	"整理者案：据《积古斋钟鼎弈器款识》卷十补。篇题，《两汉金石记》卷四作 “汉錤斗字”。铭文“般长”，《两汉金石记》作“县长”。《两汉金石记》曰：“考汉宣 帝、晋惠帝皆有元康之号，审此器文字古质，必汉器也。其字体虽极小，然与五凤 二年字正相埒，是篆初变例时也。《钟鼎款识》云：‘凡汉器必谨其岁月与夫造器之 官,《记》所谓物勒工名以考其成是也。’是器藏海盐张芑堂（燕昌）家，芑堂自为记 云。……‘贤友’乃缮作人之名，‘府啬’以下或署官署名，皆不署姓也。”又曰：“‘万年，下一字，芑堂释作‘般’，予按当是‘县’字。《汉书-地理志》：‘左冯翊万 年县，高帝置。’师古曰：《三辅黄图》云‘起万年陵’是也。《百官表》曰：‘县令、长 皆秦官，掌治其县。万户以上为令，秩千石至六百石。减万户为长，秩五百石至三 百石。皆有丞、尉，秩四百石至二百石，是为长吏。’又云：‘啬夫职听讼收赋税。’此 器自‘府啬夫’以下凡四人，建、当时、平、义，皆名也。上一人云‘缮作’者，工之 职；下四人总言‘省’者，官所司也。……其曰右丞者，《百官表》止言县有丞，不言 左右，是又可以补史家所未及矣。”又曰：“‘般’亦县名，然般属渤海郡，不应远与 三辅之邑连书""《积古斋》曰：“海盐张芑堂所藏器据《金石契》摹本编入。芑堂释 文‘丞’上有‘右’字，摹款无之，盖误脱也。”又曰：“翁学士又谓‘般当是县字’…… 元案：此款‘般’字甚明，姑从芑堂释。”《金索》卷三曰：“《金石契》云：颜师古《急 就篇》注：‘饞斗，温器也，似铫而无缘。’王应麟曰：‘錄、，刁斗也。溫器，三足而有 柄。’赵希古《洞天清录》：‘弓斗无足，錄.斗有足。’……元康，汉宣帝年号。”西汉宣 帝元康元年为前65年。"	
42	饪食器铭文	鐎斗	中尚方鐎斗	建始二年六月十四日，中尚方造铜瞧斗。重三斤九两，容一斗。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。《陶斋吉金录》卷六、《历代著录吉金目》页 963上栏题作“建始鎞斗”。铭文“十四”，《陶斋吉金录》《历代著录吉金目》皆作 “十六”。建始为西汉成帝年号（建始二年为前31年），此为西汉物。	
42	饪食器铭文	鐎斗	建始二年鐎壶（补）	建始二年六月，工赵骏造。	整理者案：据《历代著录吉金目》页448上栏补。西汉成帝建始二年为前 31年。	
42	饪食器铭文	鐎斗	汉鐎斗（补）	居摄二年丁卯正月朔日制。	整理者案：据《筠清馆金石》卷五补。居摄为西汉孺子婴年号（居摄二年为7 年），此为西汉物。	
42	饪食器铭文	鐎斗	永元鐎斗（补）	永元十五年堂狼造。	整理者案：据《湖北金石志》卷二补。《湖北金石志》引《华阳国志》曰：“堂螂， 因山名也。出银铅白铜，故造器多出其地。”永元为东汉和帝年号（永元十五年为 103年），此为东汉物。	
43	饪食器铭文	鐎斗	汉鑣斗柄字（补）	八升。	整理者案：据《两汉金石记》卷四补。《两汉金石记》曰：“右‘八升’二字，阳 文，篆书，在鎞斗之柄。”《积古斋钟鼎彝器款识》卷十题作“八方魏斗”，铭文“方” 亦作“升”，曰：“案翁学士《两汉金石记》''方’字……释为‘升’。”	
43	饪食器铭文	鐎斗	千万鐎斗（补）	千万。	整理者案：据《历代著录吉金目》页962上栏补。	
43	饪食器铭文	鐎斗	五铢鐎斗（补）	五铢。	整理者案：据《历代著录吉金目》页％2上栏补。	
43	饪食器铭文	鐎斗	宜子孙鐎斗（补）	宜子孙。	整理者案:据《积古斋钟鼎弈器款识》卷十补。《积古斋》曰：“案《说文解字》 ‘餽’字云：‘錄、斗也。’《广韵》云：‘錄，刁斗也。温器，三足而有柄。’又《史记，李 广传》孟康注：‘以铜作鎞器，受一斗。昼炊饭食，夜击持行，名曰刁斗。’苏林曰： ‘形如娟，以铜为之。’《埤仓》云：‘錄、，温器，有柄斗，似铫。’《周官，郁人》郑司农 注：‘郁，十页为贯，百二十贯为筑，以煮之錄中，停于祭前。’盖錄斗为煮物之器，故 字从焦。焦者，持火爇物也。”	
43	饪食器铭文	鐎斗	大泉五十鐎斗（补）	大泉五十。	整理者案：据《陶斋吉金录》卷六补。亦见《历代著录吉金目》页962上栏。	
43	饪食器铭文	鐎斗	长宜子孙鐎斗（补）	长宜子孙。	整理者案：据《历代著录吉金目》页962下栏补。	
43	饪食器铭文	鐎斗	长宜富贵鐎斗（补）	长宜富贵。	整理者案：据《历代著录吉金目》页962下栏补。	
43	饪食器铭文	鐎斗	货泉鐎斗（补）	货泉。	整理者案：据《历代著录吉金目》页962下栏补。	
44	饪食器铭文	鐎斗	大吉利长宜子孙鐎斗（补）	大吉利，长宜子孙。	整理者案：据《历代著录吉金目》页962下栏补。	
44	饪食器铭文	鐎斗	货泉宜子孙鐎斗（补）	货泉。货泉。货泉。货泉。宜子孙。	整理者案：据《陶斋吉金录》卷六补。亦见《历代著录吉金目》页962下栏。	
44	饪食器铭文	鐎斗	货泉长宜子孙鐎斗（补）	货泉。货泉。货泉。货泉。长宜子孙。	整理者案：据《历代著录吉金目》页963上栏补。	
44	饪食器铭文	鐎斗	小泉直一鐎斗（补）	小泉直一。小泉直一。小泉直一。小泉直一。货泉。货泉。货泉。货泉。	整理者案：据《历代著录吉金目》页963上栏补。	
44	饪食器铭文	镬	千万镬	千万。（阳文^《汉金》卷四）	整理者案：本篇亦见《金文续编》。王卉《汉代铜器铭文汇总》未收此篇。	
44	饪食器铭文	镬	中山内府铜镬	中山内府铜镬,容十斗，重册一斤。卅九年九月己酉，工丙造。（《满城汉墓发 整理者案:本篇又见《全集，秦汉》说明页10。《全集，秦汉》定此为西汉中期物。		
44	饪食器铭文	铫	敬武主家铫	敬武主家铜铫，五升，二斤九两。初元五年五月，河东造。第四。富平家。 (《汉金》卷四）	整理者案：本篇亦见《金文续编》。《历代著录吉金目》页957上栏录本篇，篇题于“家”下多一“铜”字。铭文“富平家”则在“敬武主家铜铫”上。初元为西汉元 帝年号（初元五年为前44年），此为西汉物。	
45	饪食器铭文	铫	阳信家铫（补）	阳信家铫，容五升。（《秦汉金文汇编》上编）		
45	饪食器铭文	銗镂	大高枸娄（补）	大高铜枸娄一，容一升。	整理者案：据《汉代物质文化资料图说》页326补。“枸娄”通“鋁镂”。	
45	饪食器铭文	銗镂	赵銗镂	赵，容三升，重三斤十二两。第武四。（《汉金》卷四）	整理者案：本篇亦见《金文续编》。《贞松堂集古遗文》卷十三、《历代著录吉 金目》页846上栏篇题皆作“赵鼎”。	
